index,area,length,thickness,slant,width,height
0,56.3125,24.935028842544405,1.9821098041152836,0.041960006632588656,14.771447603735162,19.748042286204004
1,96.3125,36.427669529663696,2.5150477535619884,-0.23366853783486755,17.37895450195803,19.757445969598983
2,26.4375,9.303300858899107,1.7806613653510952,0.293471243744125,3.6681793613160885,19.80798014289691
3,122.1875,38.62741699796952,3.022672029334094,0.08108523323633594,14.468512676555074,18.82810917917759
4,62.5,34.44543648263005,1.8908945388601395,-0.13135931071640236,14.993653408452852,18.50659116878144
5,36.3125,10.86396103067893,2.353111010163679,0.29543429159186196,4.384135639276344,19.219165647470202
6,70.3125,38.12741699796952,1.9830241464427723,-0.1115971753479895,16.788283204452757,18.354393754090125
7,69.8125,26.177669529663692,2.6041384671158707,-0.5128535269405271,10.32651521957066,18.712321655314724
8,98.4375,38.42031021678296,2.515497110931315,0.2891903369773975,17.143086932967854,18.39745842876286
9,112.125,40.83452377915606,2.7047110132382386,0.2793933561236345,15.155754706727194,19.00683574237455
10,108.0,51.83452377915606,2.237830103794345,0.08646880366553826,16.118547255053812,19.418582014345102
11,103.6875,52.43071785686861,2.0308275289779556,-0.10381174173367924,16.467239226510866,19.414058364068996
12,77.375,34.9350288425444,2.1901437069171807,0.07131520094425933,12.43483185945559,19.23784427810876
13,101.125,37.798989873223334,2.441690166385049,0.09169385708131354,14.748060763332344,19.59058383723297
14,42.5625,17.045941546018394,2.274731052928688,0.05109271338857119,4.97619138882226,19.724862627093298
15,75.75,41.591883092036774,1.819355871852769,-0.18195347745849272,16.539084092367403,20.239183328097855
16,76.875,33.30634918610404,2.206684264372552,-0.10610622627600445,14.135109919615559,19.700409032095955
17,70.0625,32.04898987322332,2.1639129723340593,-0.096393076893149,15.837264967881858,19.75137862860185
18,122.5,46.89518395093587,2.593412100510792,-0.5454894582728941,15.73357884512326,18.618786956979097
19,52.6875,31.185028842544398,1.7900390130352906,0.0026221863354198897,11.885343589539426,18.50819699903194
20,94.875,32.6525432638166,3.162375452159099,0.2919235530323568,12.034304049827998,18.878055132283617
21,78.0,35.23832970144351,2.327319074854294,-0.13185656609625176,11.303819655316335,19.6642233441232
22,82.1875,40.21320343559642,2.0290142653197787,-0.2639345220855588,15.15357953759371,19.136732363996284
23,67.875,35.78122292025695,1.8796044020255394,0.30721598098408937,12.510742993973182,19.87348445513272
24,42.375,31.556349186104043,1.5017544428012326,-0.34396571079374477,12.934147984193258,18.918290151497033
25,179.3125,37.7058441227157,3.9321809027935815,0.25236131004518697,18.049139303716984,18.72940724220669
26,49.9375,27.71015510839149,1.7717034839939556,-0.28829324468881357,14.949768297364159,19.83893820712633
27,75.9375,34.659902576697306,2.2659000184635416,-0.07690693545087228,14.102341673068487,18.585245150578174
28,114.75,41.6525432638166,2.7471747598244995,0.07000821603371275,13.45233668456542,19.579256704222637
29,37.9375,18.71015510839149,2.189740366055945,-0.15536275447136388,4.280709005376341,19.827924983555267
30,79.25,30.67766952966369,2.4076145468597168,-0.026789829874753313,11.905394339526907,19.585106847398418
31,28.3125,10.639087296526013,2.061325920738452,-0.17893846713078598,3.7632955970046815,19.777551008465785
32,87.125,33.85965004500314,2.470682345349604,-0.29444050012354056,11.554360883930721,19.93085990601642
33,81.5625,38.23097038856279,2.053899171135948,0.1359698606088931,18.11471753140853,15.133132441221552
34,81.4375,28.556349186104036,2.429905849256594,0.3155325798693087,14.917781929451845,19.84122640911579
35,99.375,43.22361107568207,2.2955606483969366,0.2284232512416209,16.742726231881875,19.336924392144123
36,72.125,36.59188309203678,2.12291525752497,-0.34109699546284605,16.737449332104383,19.346128142996708
37,41.875,17.27817459305202,2.211350442103728,-0.07821715320972313,4.157231617673178,19.640993486567282
38,64.0,33.470562748477136,1.7820434263829177,0.04202438173215492,15.415892549558876,19.667710068012802
39,55.4375,14.61396103067893,3.2652288297125844,0.07750690163943352,5.0821261177930275,19.39145937897015
40,19.1875,13.86396103067893,1.3194767681928568,0.03549354257672367,3.5984799622046033,19.640144787234043
41,54.25,24.081475451951135,2.0045522456409315,-0.09889179758846431,12.571584782408133,18.64527295074526
42,78.1875,29.599242404917494,2.5737443809409566,-0.03809584708149765,12.758246820202427,19.136478189404947
43,54.125,27.88477631085023,1.9374626158877912,0.4623353952065471,17.905971361551295,16.430601144479567
44,59.0,21.58147545195113,2.3595888092997317,-0.1214040641410107,9.544900197404331,19.734807686984297
45,66.125,37.69543648263006,1.8069267520190913,0.1481098166149935,11.431427179232537,19.47305722784269
46,60.5,17.503048327204944,3.000390764326328,-0.34978588970840296,5.296530857697228,19.626416678053346
47,57.5625,43.16295090390225,1.5251186360990665,-0.004395439555801995,13.759829897238204,20.075900923425674
48,123.1875,34.03122292025695,3.367512483707843,-0.07652627662577055,14.773873754633918,19.10744766423543
49,80.6875,33.874368670764575,2.5113304304850423,-0.18161052070648473,15.160973112549385,18.313258618590595
50,63.1875,28.23832970144351,2.107028169681452,0.08484469882860547,10.61797155158855,19.570094681339484
51,135.9375,43.87741699796951,3.090040967206604,-0.4106080260761719,16.056464366656428,17.104074979111754
52,80.0,38.19543648263005,1.999622983117992,0.23857158098624176,14.392662606696128,18.290927670499244
53,64.8125,44.627416997969505,1.5134713465531886,-0.18368627821533934,14.217213764374513,20.12309481289902
54,123.875,52.620057685088796,2.3927019664636884,-0.34970270661569247,19.7929952506278,18.90067316982396
55,91.8125,42.980970388562795,2.2370272807073412,0.07849445815087723,11.967207384419085,19.544513499374887
56,92.125,34.185028842544405,2.5563144070180543,-0.14065137335722638,16.42772306802351,19.004129190128566
57,27.25,11.139087296526014,1.8434014065169295,0.23879424552229345,3.8660614309523123,19.769500225767608
58,91.4375,36.54898987322332,2.5852264982922795,0.007635315289456253,14.417551783835549,18.89833380551508
59,34.875,19.795941546018394,1.5369491724727347,0.4254786078163244,12.427586775516835,18.737315780291055
60,79.5625,23.563708498984763,2.790017684102348,-0.4918013442383339,15.227825079769655,19.673580787503145
61,114.0,44.41295090390224,2.595146420088419,0.5159633084833727,14.791078167259727,15.97790041010035
62,45.3125,27.149494936611667,1.6802892722231366,-0.22226359053548955,10.564789238368771,19.76431765024738
63,69.3125,33.099242404917504,2.106174083556113,0.28600469706100273,10.861026162339204,19.414530137120302
64,104.0625,46.077164466275335,2.500913596267639,0.1866737017130983,18.65997551646357,19.738522810439726
65,40.875,21.692388155425117,1.6888819677911262,-0.05742980974084796,8.576332701211928,18.72392621766393
66,89.1875,47.877416997969505,1.9392154675459625,0.030879302307356297,15.109292484656091,18.8062355929232
67,69.6875,35.109650045003136,2.0294793605089256,0.14727400683355354,16.821188148814937,18.374208926956126
68,117.125,28.548989873223334,3.3520409210931437,-0.03196393485614605,11.314618296655729,19.62070186749729
69,100.0625,46.01650429449552,2.1972799553740536,0.06692319289553245,19.867780885447722,15.672377909747613
70,73.75,27.24568901432422,2.315997709615109,-0.12252422542731291,19.04425033643186,18.19299347008872
71,147.75,41.42766952966368,3.254841538669222,0.05670082548740348,17.532529124181657,19.421733398897413
72,97.625,45.91295090390224,2.25072079600875,0.028557854441808184,15.16366094120933,20.28644332757026
73,100.9375,30.006096654409873,3.4392259132007332,0.4482264261366714,10.828501361598065,19.403653705219703
74,43.625,12.760407640085656,3.0047705267020577,0.032014411053607125,4.605683210021798,19.657865239999047
75,84.3125,39.909902576697306,2.3729554367216146,-0.06065611885770962,15.464100187544155,18.934067099084622
76,58.6875,31.50609665440988,1.848991956834532,0.026000963671534785,10.986181368233478,20.193851833458485
77,63.8125,36.71320343559643,1.7616923216363662,-0.41478881268260426,15.745824388481639,14.776799811217924
78,65.1875,29.288582233137678,2.1225129089310877,0.2535538416162632,9.081702326549141,19.678339689797543
79,125.75,28.013455967290597,3.4923192050098053,0.26428472887625776,15.903473929072884,19.26432732892988
80,65.6875,27.124368670764582,2.5652883355014247,-0.31230866650192435,10.962429551060488,19.399264712311336
