index,area,length,thickness,slant,width,height
0,256.25,32.47792206135786,7.455926646651147,0.02005445122200735,18.867797215637836,22.462496627804562
1,413.8125,40.185028842544405,9.909021992579643,-0.19776568883058104,21.87205087083892,25.190145225603207
2,150.1875,20.278174593052025,6.310916338726983,0.2752881403754159,7.569889087213998,23.265796664340183
3,492.625,29.821067811865472,13.87950880026141,0.07023767746742318,22.125253371705586,26.476888769387813
4,265.75,39.59924240491749,6.640316646174789,-0.07039803829274847,17.98724108850653,22.229710539954432
5,207.0625,18.528174593052025,8.469895825566415,0.2615124470761768,9.816926821156049,24.20777086330795
6,298.375,35.92766952966368,7.811923707324921,-0.026861500791028354,20.29229797699687,22.994070323274293
7,281.0,22.642135623730955,9.224939792214087,-0.45821438084035404,16.140599153406583,23.452113093582135
8,465.375,29.63477631085022,12.091532586396003,0.2278209627570737,23.54502843717567,24.76589179435081
9,362.8125,23.795941546018394,12.234945580472445,0.2551477933005326,20.88528034196661,22.92102891806544
10,397.1875,52.98097038856279,7.86298687939633,0.11149938203076513,20.6428212365776,24.130564548985006
11,364.0,25.667261889578025,9.835495789603007,-0.047697164244701,20.18261650982098,23.34397884052454
12,288.8125,22.528174593052025,10.194980184590165,0.08644219499694915,16.862759354939946,22.86995892238135
13,394.1875,52.66295090390226,8.273022761681617,0.04149928052348633,19.788836800319192,24.414623087831004
14,274.875,29.40685424949238,8.791884605095168,0.0494894225609928,11.523107209731211,26.221707643017247
15,298.5,47.89518395093587,6.000812574653313,-0.10740483658031215,19.171066677154528,23.20513085336677
16,302.3125,46.92031021678296,7.416334936485538,-0.052334738404214626,17.817555452485394,23.370434673493236
17,312.4375,34.20279579551077,8.653430289792167,-0.13262556235674583,20.62270354694711,23.293671020933637
18,448.4375,24.106601717798217,13.784257476752073,-0.4188258232927353,21.858940326097652,24.047858253831055
19,229.25,30.77817459305202,6.87240920399506,0.005718860522982971,15.404595240516466,22.21052280483543
20,379.375,22.649494936611667,12.964460830457776,0.26083882595981017,19.34299493532791,24.4442039017141
21,296.0,22.874368670764575,8.782158857840871,-0.0890719766136408,15.870183020828465,24.186962368190997
22,313.5625,31.72792206135784,8.79838101056786,-0.2242851040963771,19.05549659440105,23.1525435106344
23,306.4375,33.67766952966369,7.893948446396868,0.33798581630777946,16.68045795188136,23.78925569025216
24,190.625,40.220562748477136,5.00401140467421,-0.26802151528347823,15.428084222710439,21.321525787550446
25,653.0625,69.45279579551075,15.372828194675819,0.1510959255102434,26.692844804570484,26.89120934671841
26,217.6875,33.520815280171306,6.361769276148523,-0.25479801816997694,18.647482275305407,21.64817856148295
27,311.6875,35.40990257669732,10.03742110146982,-0.027325886196250693,18.15859461097873,23.251041043161916
28,464.5625,47.55939751330899,11.263028571405453,0.05100454270193674,19.903759156553694,25.80084168742635
29,208.6875,18.9675144212722,8.600872587062298,-0.13680732095414916,9.536357332398708,24.877910880669532
30,364.375,27.702795795510774,11.157839884119486,-0.016335028982724844,18.36029281411314,24.653187451257278
