index,area,length,thickness,slant,width,height
0,179.5625,35.80634918610404,5.0625228661965185,0.040596219196230264,17.02024934295563,21.54355577210805
1,272.1875,42.57411613907041,6.246312008646507,-0.2121572937974264,20.253551948487182,22.644473779037828
2,95.9375,22.399494936611667,4.145129231288109,0.28303594568981927,5.764662825688859,21.555323705000806
3,354.1875,42.52386360737624,8.93799629303099,0.07886860582938712,18.961646609110243,23.25885434407033
4,176.9375,44.54898987322332,4.308103730000963,-0.09651435589753758,16.496714189892216,20.495630271460968
5,134.8125,18.571067811865476,6.111769557186998,0.278440060728603,7.503779945438103,21.86537370717535
6,206.875,37.03122292025695,5.403563771590338,-0.05013299245338515,18.59122610154168,21.16564423312468
7,195.125,19.331475451951132,6.987467713878426,-0.49672712857899165,13.797082202418606,21.544966213749095
8,320.125,32.59924240491749,7.643197021868901,0.2506045810862691,21.07234013698244,22.050119489224105
9,275.75,27.356601717798217,9.57558648399202,0.27193781064699646,18.531491223496076,21.685675661125607
10,293.5,53.12741699796951,5.807044356976686,0.11787166066808769,18.89990632001587,22.38829338162568
11,270.3125,49.41295090390224,6.07561845490745,-0.049120391623550454,18.46518728427521,21.524441493473766
12,204.3125,45.06675682618969,5.434401985852956,0.0776892056633907,14.65713415935576,21.567046867759405
13,275.875,49.45584412271571,5.917299345659076,0.04349277737003656,17.635374139943124,22.21418665951944
14,176.3125,18.449747468305837,7.643271684965645,0.04897431913381336,8.869263474179276,23.289708668043666
15,216.4375,50.18807716974933,4.29061109296514,-0.1360946125945258,18.052633527930407,21.917171189487206
16,218.1875,50.89518395093588,4.963751157498573,-0.06642063900918557,16.14414233108224,21.948937003414144
17,215.375,37.2634559672906,5.745992743304384,-0.11724784660841257,18.49978646113813,22.19237518752698
18,340.1875,42.170310216782966,7.861808516850753,-0.45782943678956245,19.32501667481346,21.639890659676166
19,151.5625,33.00304832720493,4.555336024946295,-0.002103470565774117,13.718715703434663,20.485700174931956
20,259.5625,24.667261889578036,8.82787917094257,0.2731520511665475,15.915334560473376,22.645345427059716
21,202.1875,43.25609665440987,5.2932950548368085,-0.11545820282977587,13.678468493778228,21.88106484476604
22,227.25,45.877416997969505,5.389755900351564,-0.2427153490019249,17.33052145023026,21.278040474995485
23,211.4375,39.488329701443504,5.156941736194292,0.32372119478305145,14.785626132290293,22.066688617935473
24,128.0625,44.13477631085023,3.362148609438682,-0.2943396705383022,14.166986372867092,20.139615226994287
25,503.1875,17.90685424949238,12.99474618907634,0.18189609674494642,24.11939084829166,24.41634138195656
26,145.75,33.520815280171306,4.355305848296178,-0.2539499187344698,16.87670786464638,20.817701290898867
27,203.0,36.43502884254439,5.483417511528235,-0.05381599399061517,16.140189636518617,20.950704688435593
28,333.3125,44.152543263816604,7.674213496286285,0.06558592010636409,17.180368926397385,23.2158472690879
29,134.4375,20.088834764831844,5.928088894567263,-0.1429844903059055,7.351961987733262,22.59675373998325
30,247.25,34.85965004500315,6.855344913307863,-0.019435001361952007,15.585599489332697,22.794058743317457
31,110.4375,19.967514421272206,5.060207255397242,-0.16798139383088712,6.350115498977777,21.955403548191263
32,247.5625,36.488329701443504,6.5579046788559054,-0.2243802634555669,14.697213000436964,22.9335175958788
33,228.75,42.38477631085022,5.4143845013566745,0.2043964816468397,19.916046563952193,17.424591953196995
34,256.8125,39.170310216782966,6.700562458686025,0.24863304325245333,18.13637219173373,23.09213419593196
35,266.5625,51.30203820042826,5.325307740015772,0.17441556231116492,19.225888276805886,21.79875684209126
36,211.875,42.20279579551077,5.178763964141897,-0.20031771110394353,19.037899165358365,21.73552015041916
37,149.875,19.010407640085656,6.812226730949021,-0.07833193735568639,7.643535802095764,22.893055036422254
38,184.6875,39.50609665440987,4.599896611866575,-0.0012103874030127196,17.289428878009822,21.34975937658472
39,198.9375,17.785533905932738,8.638652097728311,0.09525621344455541,9.796426576254081,23.599897392203555
40,69.9375,19.389087296526014,3.4624841665308397,0.032150065320916264,5.039231052025835,20.82657838632075
41,172.0,38.11700935788386,4.753043845973844,-0.050123841152168676,15.058762445161724,21.479676425380347
42,245.5,38.49568901432421,6.75195116300704,-0.0631599797092391,15.978682752082438,22.54625040214674
43,149.6875,35.38477631085023,4.425755820660394,0.3656828893324034,20.13534114342737,18.297893637293534
44,183.0625,25.642135623730947,6.2850633082263245,-0.12317442380787173,12.343062257992543,22.512154976967967
45,195.9375,52.18807716974933,4.220472790227111,0.18753035624917314,13.111654020019117,21.176663687881643
46,221.6875,18.735281374238575,9.047846240608905,-0.31256923547295523,10.409134180264271,24.3146400829482
47,151.125,52.19848480983498,3.370091154601714,-0.019769018074340332,14.939308086894155,21.429243652362555
48,396.0625,34.195436482630065,11.82622772232914,-0.0328590444651106,20.085800137795317,23.982614947972177
49,235.875,37.960155108391476,6.230357200858226,-0.2403321709884744,18.30719063425231,21.106394955006593
50,191.1875,38.77386360737625,5.262223429973214,0.1360400822575318,13.07084983548985,21.68282350610433
51,347.9375,46.83452377915606,8.154306880111628,-0.3086760935427471,19.65296948676298,20.46313151381223
52,211.3125,48.60229073212243,4.615711138612803,0.33514795377746426,15.994014152729905,20.10406276685211
53,166.9375,47.920310216782966,3.4647184931577586,-0.17529051624270897,15.521490025560842,21.4517464890482
54,330.0,57.912950903902235,6.64396254641342,-0.2948204747452362,22.891340384116837,21.446520426185167
55,259.5,43.798989873223334,6.170780478460192,0.09118979175587402,14.985521109375949,22.248090810360686
56,275.875,36.00304832720493,7.235122741109607,-0.11688163517187515,19.506771508118995,22.235071560219765
57,97.375,20.985281374238575,4.265790090154945,0.2206179897884066,5.969541801886102,21.494156746530045
58,247.125,22.674621202458752,8.2952736376455,-0.029713940035484707,17.06351741047384,21.407939980782025
59,111.0,34.841883092036774,3.3100106873258794,0.4723209100034221,13.507754010695187,19.97006113426803
60,262.875,37.227922061357845,7.164724221266844,-0.451969139756659,19.773530138148192,22.29351084733005
61,276.9375,39.463203435596405,7.0954440365334825,0.43683415209763865,18.053856398925475,18.941883670913203
62,128.1875,39.03122292025695,3.551095124497625,-0.16020385023411324,11.655601225029843,21.175913299762332
63,202.375,34.488329701443504,5.511116783056402,0.2653104524233347,13.549967391963698,21.643633097330433
64,316.75,50.49137802864844,8.33781365446162,0.15739895914693455,21.845765066101855,22.232588628634325
65,135.375,31.34188309203678,5.023664954468505,-0.045684309779829214,10.261572373993653,20.61336584501013
66,224.3125,51.41295090390225,4.752982484236839,0.019740413282203714,16.92737661994669,20.800623839584624
67,207.5625,38.34188309203678,5.436372524887336,0.205412138490052,18.681308298284193,20.651931814535597
68,354.4375,25.795941546018394,11.408852810467248,-0.05288252335076915,16.136009509079678,24.403536755226988
69,260.0625,52.74873734152915,5.216174356420253,0.1354733926323798,22.139123878315687,18.04410240891833
70,224.1875,42.52386360737624,5.473210129229318,-0.17481596191668514,21.659365223606763,21.18579541160176
71,388.375,51.4558441227157,7.93206979124696,0.06831587529976595,21.21227559024755,23.038054285612528
72,253.8125,39.38477631085023,5.687162261310951,0.062355775013711104,17.46036015337391,22.780701949455107
73,262.5,21.063708498984766,8.840503081472836,0.35827006523866217,14.445700710153613,23.39097248942048
74,169.0,17.78553390593274,7.527857639262593,0.026579389970057626,8.396525398840396,23.272105555849798
75,231.0,41.37436867076458,6.289581508758758,-0.09838870900121405,18.221782508822237,21.383695214020896
76,173.4375,43.2058441227157,4.184241221736811,0.029874214588314223,13.259975805965908,21.983865195842704
77,179.0,41.77386360737624,4.3920961262317215,-0.39283554221282857,17.91460402305685,16.756850201024402
78,188.6875,23.19238815542512,6.5677390125674115,0.21933037394302343,11.985534113838595,22.51790432442935
79,399.375,28.77081528017131,12.318910223111153,0.21332150549824005,21.55037217390884,23.342083909949714
80,200.0625,31.477922061357855,6.216027209462857,-0.2642892439878487,13.502903410916206,21.708970526135488
81,237.25,26.45279579551077,7.25539769680842,-0.02888296073669798,15.053703450080867,21.87998446896854
82,332.0,37.82411613907041,7.930668019550458,0.05940893659864675,19.831120069711538,22.952805881901035
83,173.5625,35.56370849898475,5.02159617763815,-0.21406750308864061,15.479601782098012,21.328724376705228
84,263.625,55.90559159102152,5.898260803064126,0.06724537234061372,17.674779559976347,21.25336958168856
85,385.1875,36.83147545195112,10.438536448151636,-0.036445034303988245,20.665930501318805,24.120593796072697
86,245.9375,29.185028842544405,8.197522739659181,0.07282418404049448,15.8625411862899,22.41758680657279
87,258.125,38.52386360737623,6.619637710041244,-0.2932725316110725,17.54253893522899,22.882831953624326
88,255.125,34.427669529663675,6.358473336596383,-0.24299076857040608,17.53089673940341,22.213512268185976
89,183.5625,22.131727983645295,6.962015984787276,0.2919646248352423,9.382601847669292,23.07739226112603
90,236.0625,36.35965004500316,5.900681970846599,0.16788454340549136,15.53656481694991,22.051262107712557
91,201.125,22.142135623730944,6.879005595561029,0.009500446541239896,13.54251618095441,21.877143017598037
92,136.125,42.28427124746188,3.6066359491432496,0.4394085650377046,11.508974762427302,20.04034720854043
93,382.3125,26.270815280171313,12.473843060380291,0.033142593904074945,17.183597520625568,24.96061936374361
94,242.9375,19.795941546018394,10.00732876183549,-0.14128240695030883,11.177662827174862,24.519200632149715
95,377.6875,25.020815280171313,11.29149675920076,0.15247655092328516,20.22783014722976,23.445625114719366
96,117.375,21.399494936611667,5.152121599775085,-0.28788566661153475,7.04790146158774,21.556051765202703
97,299.0,43.05634918610404,8.121836485949727,-0.08212344015527381,21.199221001406315,22.400651554511246
98,213.8125,32.32411613907041,5.807405728163323,0.09226508195895503,15.376948949139857,22.24133204204096
99,300.1875,44.69543648263004,7.963815123435602,-0.21185666674055673,17.693626788994077,23.066187699772374
100,177.875,54.0416305603426,3.6754908320755226,-0.18624376183260552,16.288116850360467,20.87855421945141
101,248.625,51.22361107568207,5.148719090514407,0.09790811554841579,18.31499317056544,21.346867176886576
102,255.0,45.49873734152915,5.353388429993453,0.1621481868853086,19.700646522042145,22.033728819273726
103,245.8125,37.64949493661166,6.457658870899177,0.024316816410155272,19.847991441375605,21.21400969194125
104,214.625,44.38477631085022,4.9456986606521465,-0.41511114173977676,16.517079348335052,21.783706942898675
105,205.3125,46.19543648263004,5.017098320750678,-0.12150758787990391,16.120203121524398,21.430107044919733
106,279.375,57.716251762801335,5.449996457493445,0.2026283043929159,18.709041702582105,21.43152312957343
107,137.625,20.124368670764586,5.919065843745345,0.4050491364588317,8.5410303643029,21.48960025151254
108,225.1875,22.924621202458752,7.1652381970898755,-0.19812703791121017,14.95197678442332,22.49192743252005
109,182.875,44.87741699796949,4.461616326537206,0.023556910317710303,15.261888073044107,20.998519767000253
110,259.875,33.84188309203678,7.4971418062401245,0.31510522714052963,13.516478587137053,22.22837172230917
111,182.0,21.1317279836453,7.184747958653696,0.10103054020730531,11.406451795955247,22.480226829251013
112,172.875,30.94543648263005,5.223624745782977,-0.01296234884229172,11.135797495383734,22.41443333437405
113,218.1875,43.03122292025695,5.915610626911524,-0.15226794349738687,14.48619578069341,21.95695390745409
114,166.25,34.89213562373095,5.3179474444485635,-0.07067550470522385,12.849744150679765,21.402852620359916
115,169.4375,36.48097038856278,4.941925457023798,0.07916540584160299,12.099127422491028,21.591793890469585
116,139.4375,32.038582233137674,4.607539193505256,-0.15750520671593715,12.403134364536374,20.793580501144852
117,256.5,35.909902576697306,7.108404511480503,-0.07414492564453419,20.961463829410484,21.36255086362576
118,164.375,42.980970388562774,4.241176433689361,0.0768525725178757,12.887539759698251,21.221401470557197
119,286.125,37.980970388562795,7.17145855813149,-0.03959379393387533,16.954690139383626,21.56947238653372
120,361.1875,29.884776310850242,9.987187979357065,-0.04777407101441804,18.09193780914339,23.102130608011702
121,191.875,36.68807716974933,5.291571904267559,0.19562655201686915,15.841198119477523,21.31112855692869
122,137.125,25.02081528017131,5.04661765054466,-0.3065174793544744,11.612540085745742,22.026891982205505
123,233.5625,32.56675682618969,6.7816536299324435,0.04539963245764851,14.766593003329415,21.93627375260529
124,247.8125,37.80634918610404,6.67972619419994,-0.17008473314985945,22.366083293943696,20.95550958432619
125,188.0625,40.7383297014435,5.08281042639726,-0.21778231760146752,13.199767360369078,21.452311034312714
126,269.125,53.66295090390224,5.213716164687081,-0.11333569044286076,21.12481828609957,20.333549221301666
